"Collection.code"	"Collected.by"	"DateCollected.Start."	"Locality.Name"	"District"	"State.Prov"	"Country"	"LocLatitude"	"LocLongitude"	"X.Species.Genus"	"Species.groups"	"SpeciesName"
"1456"	"NMH001761"	"N. Macías & S. Toft"	"4/8/2011"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1457"	"NMH001762"	"N. Macías & S. Toft"	"4/8/2011"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1458"	"NMH001763"	"N. Macías & S. Toft"	"4/8/2011"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1459"	"NMH001764"	"N. Macías & S. Toft"	"4/8/2011"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1460"	"NMH001794"	"N. Macías & S. Toft"	"4/8/2011"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1461"	"NMH001795"	"N. Macías & S. Toft"	"4/8/2011"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1462"	"NMH001828"	"N. Macías & S. de la Cruz"	"3/10/2012"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1463"	"NMH001829"	"N. Macías & S. de la Cruz"	"3/10/2012"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1464"	"NMH001830"	"N. Macías & S. de la Cruz"	"3/10/2012"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1465"	"NMH001831"	"N. Macías & S. de la Cruz"	"3/10/2012"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1466"	"NMH001832"	"N. Macías & S. de la Cruz"	"3/10/2012"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1467"	"NMH001833"	"N. Macías & S. de la Cruz"	"3/10/2012"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1468"	"NMH001834"	"N. Macías & S. de la Cruz"	"3/10/2012"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1469"	"NMH001835"	"N. Macías & S. de la Cruz"	"3/10/2012"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1470"	"NMH001836"	"N. Macías & S. de la Cruz"	"3/10/2012"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1471"	"NMH001837"	"N. Macías & S. de la Cruz"	"3/10/2012"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1472"	"NMH001838"	"N. Macías & S. de la Cruz"	"3/10/2012"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1473"	"NMH001839"	"N. Macías & S. de la Cruz"	"3/10/2012"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1474"	"NMH001840"	"N. Macías & S. de la Cruz"	"3/10/2012"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1475"	"NMH001841"	"N. Macías & S. de la Cruz"	"3/10/2012"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1476"	"NMH001842"	"N. Macías & S. de la Cruz"	"3/10/2012"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1477"	"NMH001843"	"N. Macías & S. de la Cruz"	"3/10/2012"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1478"	"NMH001844"	"N. Macías & S. de la Cruz"	"3/10/2012"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1479"	"NMH001845"	"N. Macías & S. de la Cruz"	"3/10/2012"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1480"	"NMH001846"	"N. Macías & S. de la Cruz"	"3/10/2012"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1481"	"NMH001847"	"N. Macías & S. de la Cruz"	"3/10/2012"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1482"	"NMH001848"	"N. Macías & S. de la Cruz"	"3/10/2012"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1483"	"NMH001849"	"N. Macías & S. de la Cruz"	"3/10/2012"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1484"	"NMH001850"	"N. Macías & S. de la Cruz"	"3/10/2012"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1485"	"NMH001891"	"N. Macías & S. de la Cruz"	"3/10/2012"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1486"	"NMH001898"	"N. Macías & S. de la Cruz"	"3/9/2012"	"Ctra. Juego de Bolas- Laguna Grande"	"Agulo"	"La Gomera"	"Canary Islands"	28.129932	-17.254706	"Dysdera"	"Western Canarian"	"silvatica_G"
"1487"	"NMH001899"	"N. Macías & S. de la Cruz"	"3/9/2012"	"La Zarcita"	"Hermigua"	"La Gomera"	"Canary Islands"	28.111342	-17.218806	"Dysdera"	"Western Canarian"	"silvatica_G"
"1488"	"NMH001900"	"N. Macías & S. de la Cruz"	"3/9/2012"	"La Zarcita"	"Hermigua"	"La Gomera"	"Canary Islands"	28.111342	-17.218806	"Dysdera"	"Western Canarian"	"silvatica_G"
"1489"	"NMH002283"	"N. Macías & S. de la Cruz"	"3/27/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1490"	"NMH002284"	"N. Macías & S. de la Cruz"	"3/27/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1491"	"NMH002285"	"N. Macías & S. de la Cruz"	"3/27/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1492"	"NMH002286"	"N. Macías & S. de la Cruz"	"3/27/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1493"	"NMH002287"	"N. Macías & S. de la Cruz"	"3/27/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1494"	"NMH002288"	"N. Macías & S. de la Cruz"	"3/27/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1495"	"NMH002289"	"N. Macías & S. de la Cruz"	"3/27/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1496"	"NMH002290"	"N. Macías & S. de la Cruz"	"3/27/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1497"	"NMH002291"	"N. Macías & S. de la Cruz"	"3/27/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1498"	"NMH002292"	"N. Macías & S. de la Cruz"	"3/27/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1499"	"NMH002293"	"N. Macías & S. de la Cruz"	"3/27/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1500"	"NMH002294"	"N. Macías & S. de la Cruz"	"3/27/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1501"	"NMH002295"	"N. Macías & S. de la Cruz"	"3/27/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1502"	"NMH002296"	"N. Macías & S. de la Cruz"	"3/27/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1503"	"NMH002297"	"N. Macías & S. de la Cruz"	"3/27/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1504"	"NMH002419"	"N. Macías & C. Díaz"	"4/17/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1505"	"NMH002420"	"N. Macías & C. Díaz"	"4/17/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1506"	"NMH002421"	"N. Macías & C. Díaz"	"4/17/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1507"	"NMH002422"	"N. Macías & C. Díaz"	"4/17/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1508"	"NMH002423"	"N. Macías & C. Díaz"	"4/17/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1509"	"NMH002424"	"N. Macías & C. Díaz"	"4/17/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1510"	"NMH002425"	"N. Macías & C. Díaz"	"4/17/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1511"	"NMH002426"	"N. Macías & C. Díaz"	"4/17/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1512"	"NMH002427"	"N. Macías & C. Díaz"	"4/17/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1513"	"NMH002428"	"N. Macías & C. Díaz"	"4/17/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1514"	"NMH002429"	"N. Macías & C. Díaz"	"4/17/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1515"	"NMH002430"	"N. Macías & C. Díaz"	"4/17/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1516"	"NMH002431"	"N. Macías & C. Díaz"	"4/17/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1517"	"NMH002432"	"N. Macías & C. Díaz"	"4/17/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1518"	"NMH002433"	"N. Macías & C. Díaz"	"4/17/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1519"	"NMH002434"	"N. Macías & C. Díaz"	"4/17/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1520"	"NMH002475"	"N. Macías & C. Díaz"	"5/14/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1521"	"NMH002476"	"N. Macías & C. Díaz"	"5/14/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1522"	"NMH002477"	"N. Macías & C. Díaz"	"5/14/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1523"	"NMH002478"	"N. Macías & C. Díaz"	"5/14/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1524"	"NMH002479"	"N. Macías & C. Díaz"	"5/14/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1525"	"NMH002480"	"N. Macías & C. Díaz"	"5/14/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1526"	"NMH002481"	"N. Macías & C. Díaz"	"5/14/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1527"	"NMH002482"	"N. Macías & C. Díaz"	"5/14/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1528"	"NMH002483"	"N. Macías & C. Díaz"	"5/14/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1529"	"NMH002484"	"N. Macías & C. Díaz"	"5/14/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1530"	"NMH002485"	"N. Macías & C. Díaz"	"5/14/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1531"	"NMH002486"	"N. Macías & C. Díaz"	"5/14/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1532"	"NMH002487"	"N. Macías & C. Díaz"	"5/14/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1533"	"NMH002595"	"N. Macías & S. de la Cruz"	"3/26/2013"	"Las Creces"	"P.N. Garajonay"	"La Gomera"	"Canary Islands"	28.138737	-17.287852	"Dysdera"	"Western Canarian"	"silvatica_G"
"1534"	"NMH002596"	"N. Macías & S. de la Cruz"	"3/26/2013"	"Las Creces"	"P.N. Garajonay"	"La Gomera"	"Canary Islands"	28.138737	-17.287852	"Dysdera"	"Western Canarian"	"silvatica_G"
"1535"	"NMH002597"	"N. Macías & S. de la Cruz"	"3/26/2013"	"Las Tajoras"	"P.N. Garajonay"	"La Gomera"	"Canary Islands"	28.112736	-17.262511	"Dysdera"	"Western Canarian"	"silvatica_G"
"1536"	"NMH002598"	"N. Macías & S. de la Cruz"	"3/26/2013"	"Las Tajoras"	"P.N. Garajonay"	"La Gomera"	"Canary Islands"	28.112736	-17.262511	"Dysdera"	"Western Canarian"	"silvatica_G"
"1537"	"NMH002599"	"N. Macías & S. de la Cruz"	"3/26/2013"	"Las Tajoras"	"P.N. Garajonay"	"La Gomera"	"Canary Islands"	28.112736	-17.262511	"Dysdera"	"Western Canarian"	"silvatica_G"
"1538"	"NMH002600"	"N. Macías & S. de la Cruz"	"3/26/2013"	"Las Tajoras"	"P.N. Garajonay"	"La Gomera"	"Canary Islands"	28.112736	-17.262511	"Dysdera"	"Western Canarian"	"silvatica_G"
"1539"	"NMH002601"	"N. Macías & S. de la Cruz"	"3/26/2013"	"Las Tajoras"	"P.N. Garajonay"	"La Gomera"	"Canary Islands"	28.112736	-17.262511	"Dysdera"	"Western Canarian"	"silvatica_G"
"1540"	"NMH002605"	"N. Macías & S. de la Cruz"	"3/26/2013"	"Las Tajoras"	"P.N. Garajonay"	"La Gomera"	"Canary Islands"	28.112736	-17.262511	"Dysdera"	"Western Canarian"	"silvatica_G"
"1541"	"NMH002608"	"N. Macías"	"6/4/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1542"	"NMH002609"	"N. Macías"	"6/4/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1543"	"NMH002610"	"N. Macías"	"6/4/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1544"	"NMH002611"	"N. Macías"	"6/4/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1545"	"NMH002612"	"N. Macías"	"6/4/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1546"	"NMH002613"	"N. Macías"	"6/4/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1547"	"NMH002614"	"N. Macías"	"6/4/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1548"	"NMH002615"	"N. Macías"	"6/4/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1549"	"NMH002616"	"N. Macías"	"6/4/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1550"	"NMH002617"	"N. Macías"	"6/4/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1551"	"NMH002619"	"N. Macías & C. Díaz"	"4/17/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1552"	"NMH002630"	"N. Macías & A. Hernández"	"6/4/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1553"	"NMH002631"	"N. Macías & A. Hernández"	"6/4/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"silvatica_G"
"1554"	"NMH003248"	"S. de la Cruz & N. Macías"	"2/2/2008"	"Monte del Cedro"	""	"La Gomera"	"Canary Islands"	28.119283	-17.23729	"Dysdera"	"Western Canarian"	"silvatica_G"
"1555"	"NMH003249"	"S. de la Cruz & N. Macías"	"2/2/2008"	"Monte del Cedro"	""	"La Gomera"	"Canary Islands"	28.119283	-17.23729	"Dysdera"	"Western Canarian"	"silvatica_G"
"1556"	"NMH003257"	"P. Oromí"	"5/10/2003"	"Bosque de Arure"	"Valle Gran Rey"	"La Gomera"	"Canary Islands"	28.13321	-17.312446	"Dysdera"	"Western Canarian"	"silvatica_G"
"1557"	"UB2666_109"	"H. Enghoff"	"2/8/1989"	"Cerca de Los Aceviños"	"Bosque del Cedro"	"La Gomera"	"Canary Islands"	28.147358	-17.219868	"Dysdera"	"Western Canarian"	"silvatica_G"
"1558"	"UB2782"	"J. M. Fernandez"	"4/13/1975"	"Bosque del Cedro"	""	"La Gomera"	"Canary Islands"	28.137044	-17.222569	"Dysdera"	"Western Canarian"	"silvatica_G"
"1559"	"UB2826"	"P. Oromí"	"12/9/1994"	"Barranco de Majona"	"San Sebastián"	"La Gomera"	"Canary Islands"	28.15183	-17.139235	"Dysdera"	"Western Canarian"	"silvatica_G"
"1560"	"UB2894"	"P. Oromí & Arnedo"	"4/28/1995"	"Monte de Juan Tomé. La Laja"	"San Sebastián"	"La Gomera"	"Canary Islands"	28.123022	-17.210137	"Dysdera"	"Western Canarian"	"silvatica_G"
"1561"	"UB2896"	"P. Oromí & Arnedo"	"4/28/1995"	"Monte de Juan Tomé. La Laja"	"San Sebastián"	"La Gomera"	"Canary Islands"	28.123022	-17.210137	"Dysdera"	"Western Canarian"	"silvatica_G"
"1562"	"UB2897"	"P. Oromí & Arnedo"	"4/28/1995"	"Monte de Juan Tomé. La Laja"	"San Sebastián"	"La Gomera"	"Canary Islands"	28.123022	-17.210137	"Dysdera"	"Western Canarian"	"silvatica_G"
"1563"	"UB2900"	"P. Oromí & Arnedo"	"4/28/1995"	"Monte del Cedro"	""	"La Gomera"	"Canary Islands"	28.119283	-17.23729	"Dysdera"	"Western Canarian"	"silvatica_G"
"1564"	"UB2901"	"P. Oromí & Arnedo"	"4/28/1995"	"Monte del Cedro"	""	"La Gomera"	"Canary Islands"	28.119283	-17.23729	"Dysdera"	"Western Canarian"	"silvatica_G"
"1565"	"UB2902"	"P. Oromí & Arnedo"	"4/28/1995"	"Monte del Cedro"	""	"La Gomera"	"Canary Islands"	28.119283	-17.23729	"Dysdera"	"Western Canarian"	"silvatica_G"
"1566"	"UB2903"	"P. Oromí & Arnedo"	"4/28/1995"	"Monte del Cedro"	""	"La Gomera"	"Canary Islands"	28.119283	-17.23729	"Dysdera"	"Western Canarian"	"silvatica_G"
"1567"	"UB2904"	"P. Oromí & Arnedo"	"4/28/1995"	"Monte del Cedro"	""	"La Gomera"	"Canary Islands"	28.119283	-17.23729	"Dysdera"	"Western Canarian"	"silvatica_G"
"1568"	"UB2905"	"P. Oromí & Arnedo"	"4/28/1995"	"Barranco Aramaqué. Near Los Aceviños"	""	"La Gomera"	"Canary Islands"	28.149151	-17.220779	"Dysdera"	"Western Canarian"	"silvatica_G"
"1569"	"UB2906"	"P. Oromí & Arnedo"	"4/28/1995"	"Barranco Aramaqué. Near Los Aceviños"	""	"La Gomera"	"Canary Islands"	28.149151	-17.220779	"Dysdera"	"Western Canarian"	"silvatica_G"
"1570"	"UB2907"	"P. Oromí & Arnedo"	"4/28/1995"	"Barranco Aramaqué. Near Los Aceviños"	""	"La Gomera"	"Canary Islands"	28.149151	-17.220779	"Dysdera"	"Western Canarian"	"silvatica_G"
"1571"	"UB2912"	"P. Oromí & Arnedo"	"4/29/1995"	"Pajarito"	"Hermigua"	"La Gomera"	"Canary Islands"	28.108856	-17.241604	"Dysdera"	"Western Canarian"	"silvatica_G"
"1572"	"UB2913"	"P. Oromí & Arnedo"	"4/29/1995"	"Pajarito"	"Hermigua"	"La Gomera"	"Canary Islands"	28.108856	-17.241604	"Dysdera"	"Western Canarian"	"silvatica_G"
